name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,gtex_tissue,data_source,endedness,genetically_modified,nonzero_mean,output_type,histone_mark,transcription_factor
junction_EFO:0003042 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0003042,H1,cell_line,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0003042 total RNA-seq,,total RNA-seq,EFO:0003042,H1,cell_line,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0003044 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0003044,NCI-H460,cell_line,unknown,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0003044 total RNA-seq,,total RNA-seq,EFO:0003044,NCI-H460,cell_line,unknown,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0003045 total RNA-seq,,total RNA-seq,EFO:0003045,H9,cell_line,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0003072 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0003072,SK-N-SH,cell_line,child,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005234 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0005234,PFSK-1,cell_line,child,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005237 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0005237,U-87 MG,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005697 total RNA-seq,,total RNA-seq,EFO:0005697,M059J,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005698 total RNA-seq,,total RNA-seq,EFO:0005698,Daoy,cell_line,child,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005712 total RNA-seq,,total RNA-seq,EFO:0005712,RPMI7951,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005714 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0005714,LHCN-M2,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005714 total RNA-seq,,total RNA-seq,EFO:0005714,LHCN-M2,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005719 total RNA-seq,,total RNA-seq,EFO:0005719,Karpas-422,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005720 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0005720,SK-MEL-5,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005720 total RNA-seq,,total RNA-seq,EFO:0005720,SK-MEL-5,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005721 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0005721,SK-N-DZ,cell_line,child,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005722 total RNA-seq,,total RNA-seq,EFO:0005722,SJCRH30,cell_line,child,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005723 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0005723,GM23248,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005723 total RNA-seq,,total RNA-seq,EFO:0005723,GM23248,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005725 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0005725,BE2C,cell_line,child,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0005904 total RNA-seq,,total RNA-seq,EFO:0005904,H7,cell_line,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0006270 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0006270,AG04450,cell_line,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0006711 total RNA-seq,,total RNA-seq,EFO:0006711,OCI-LY7,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0007089 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0007089,HUES64,cell_line,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0007950 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0007950,GM23338,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0007950 total RNA-seq,,total RNA-seq,EFO:0007950,GM23338,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0009318 total RNA-seq,,total RNA-seq,EFO:0009318,HFFc6,cell_line,newborn,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0009747 total RNA-seq,,total RNA-seq,EFO:0009747,WTC11,cell_line,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_EFO:0030018 polyA plus RNA-seq,,polyA plus RNA-seq,EFO:0030018,BLaER1,cell_line,unknown,,encode,,,,SPLICE_JUNCTIONS,,
junction_NTR:0000427 polyA plus RNA-seq,,polyA plus RNA-seq,NTR:0000427,neurosphere,primary_cell,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_NTR:0000491 total RNA-seq,,total RNA-seq,NTR:0000491,Right ventricle myocardium inferior,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_NTR:0000492 total RNA-seq,,total RNA-seq,NTR:0000492,Right ventricle myocardium superior,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_NTR:0000493 total RNA-seq,,total RNA-seq,NTR:0000493,left ventricle myocardium inferior,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_NTR:0000494 total RNA-seq,,total RNA-seq,NTR:0000494,left ventricle myocardium superior,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_NTR:0000524 polyA plus RNA-seq,,polyA plus RNA-seq,NTR:0000524,fibroblast of skin of scalp,primary_cell,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_NTR:0000856 polyA plus RNA-seq,,polyA plus RNA-seq,NTR:0000856,mesendoderm,in_vitro_differentiated_cells,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_NTR:0003013 polyA plus RNA-seq,,polyA plus RNA-seq,NTR:0003013,placental basal plate,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000007 gtex Pituitary polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000007,pituitary gland,tissue,adult,Pituitary,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000016 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000016,endocrine pancreas,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000019 total RNA-seq,,total RNA-seq,UBERON:0000019,camera-type eye,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000056 total RNA-seq,,total RNA-seq,UBERON:0000056,ureter,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000081 total RNA-seq,,total RNA-seq,UBERON:0000081,metanephros,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000088 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000088,trophoblast,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000305 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000305,amnion,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000317 total RNA-seq,,total RNA-seq,UBERON:0000317,colonic mucosa,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000458 gtex Cervix_Endocervix polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000458,endocervix,tissue,adult,Cervix_Endocervix,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000473 gtex Testis polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000473,testis,tissue,adult,Testis,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000473 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000473,testis,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000473 total RNA-seq,,total RNA-seq,UBERON:0000473,testis,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000945 gtex Stomach polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000945,stomach,tissue,adult,Stomach,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000945 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000945,stomach,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000945 total RNA-seq,,total RNA-seq,UBERON:0000945,stomach,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000947 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000947,aorta,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000947 total RNA-seq,,total RNA-seq,UBERON:0000947,aorta,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000948 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000948,heart,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000948 total RNA-seq,,total RNA-seq,UBERON:0000948,heart,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000955 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000955,brain,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000992 gtex Ovary polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000992,ovary,tissue,adult,Ovary,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000992 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000992,ovary,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000992 total RNA-seq,,total RNA-seq,UBERON:0000992,ovary,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000995 gtex Uterus polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000995,uterus,tissue,adult,Uterus,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000995 total RNA-seq,,total RNA-seq,UBERON:0000995,uterus,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000996 gtex Vagina polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0000996,vagina,tissue,adult,Vagina,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0000996 total RNA-seq,,total RNA-seq,UBERON:0000996,vagina,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001013 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001013,adipose tissue,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001043 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001043,esophagus,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001072 total RNA-seq,,total RNA-seq,UBERON:0001072,posterior vena cava,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001114 gtex Liver polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001114,right lobe of liver,tissue,adult,Liver,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001114 total RNA-seq,,total RNA-seq,UBERON:0001114,right lobe of liver,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001115 total RNA-seq,,total RNA-seq,UBERON:0001115,left lobe of liver,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001134 total RNA-seq,,total RNA-seq,UBERON:0001134,skeletal muscle tissue,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001150 gtex Pancreas polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001150,body of pancreas,tissue,adult,Pancreas,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001150 total RNA-seq,,total RNA-seq,UBERON:0001150,body of pancreas,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001157 gtex Colon_Transverse polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001157,transverse colon,tissue,adult,Colon_Transverse,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001157 total RNA-seq,,total RNA-seq,UBERON:0001157,transverse colon,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001159 gtex Colon_Sigmoid polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001159,sigmoid colon,tissue,adult,Colon_Sigmoid,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001159 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001159,sigmoid colon,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001159 total RNA-seq,,total RNA-seq,UBERON:0001159,sigmoid colon,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001211 gtex Small_Intestine_Terminal_Ileum polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001211,Peyer's patch,tissue,adult,Small_Intestine_Terminal_Ileum,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001211 total RNA-seq,,total RNA-seq,UBERON:0001211,Peyer's patch,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001224 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001224,renal pelvis,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001225 gtex Kidney_Cortex polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001225,cortex of kidney,tissue,adult,Kidney_Cortex,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001255 gtex Bladder polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001255,urinary bladder,tissue,adult,Bladder,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001255 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001255,urinary bladder,tissue,child,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001255 total RNA-seq,,total RNA-seq,UBERON:0001255,urinary bladder,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001264 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001264,pancreas,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001264 total RNA-seq,,total RNA-seq,UBERON:0001264,pancreas,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001293 gtex Kidney_Medulla polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001293,outer medulla of kidney,tissue,adult,Kidney_Medulla,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001322 total RNA-seq,,total RNA-seq,UBERON:0001322,sciatic nerve,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001323 gtex Nerve_Tibial polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001323,tibial nerve,tissue,adult,Nerve_Tibial,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001323 total RNA-seq,,total RNA-seq,UBERON:0001323,tibial nerve,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001383 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001383,muscle of leg,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001496 gtex Artery_Aorta polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001496,ascending aorta,tissue,adult,Artery_Aorta,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001496 total RNA-seq,,total RNA-seq,UBERON:0001496,ascending aorta,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001499 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001499,muscle of arm,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001515 total RNA-seq,,total RNA-seq,UBERON:0001515,thoracic aorta,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001621 gtex Artery_Coronary polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001621,coronary artery,tissue,adult,Artery_Coronary,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001723 total RNA-seq,,total RNA-seq,UBERON:0001723,tongue,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001774 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001870 gtex Brain_Cortex polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001870,frontal cortex,tissue,adult,Brain_Cortex,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001870 total RNA-seq,,total RNA-seq,UBERON:0001870,frontal cortex,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001871 total RNA-seq,,total RNA-seq,UBERON:0001871,temporal lobe,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001872 total RNA-seq,,total RNA-seq,UBERON:0001872,parietal lobe,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001873 gtex Brain_Caudate_basal_ganglia polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001873,caudate nucleus,tissue,adult,Brain_Caudate_basal_ganglia,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001874 gtex Brain_Putamen_basal_ganglia polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001874,putamen,tissue,adult,Brain_Putamen_basal_ganglia,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001876 gtex Brain_Amygdala polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001876,amygdala,tissue,adult,Brain_Amygdala,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001882 gtex Brain_Nucleus_accumbens_basal_ganglia polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001882,nucleus accumbens,tissue,adult,Brain_Nucleus_accumbens_basal_ganglia,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001894 total RNA-seq,,total RNA-seq,UBERON:0001894,diencephalon,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001898 gtex Brain_Hypothalamus polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001898,hypothalamus,tissue,adult,Brain_Hypothalamus,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001954 gtex Brain_Hippocampus polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001954,Ammon's horn,tissue,adult,Brain_Hippocampus,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001987 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0001987,placenta,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0001987 total RNA-seq,,total RNA-seq,UBERON:0001987,placenta,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002021 total RNA-seq,,total RNA-seq,UBERON:0002021,occipital lobe,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002037 gtex Brain_Cerebellum polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002037,cerebellum,tissue,adult,Brain_Cerebellum,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002037 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002037,cerebellum,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002037 total RNA-seq,,total RNA-seq,UBERON:0002037,cerebellum,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002038 gtex Brain_Substantia_nigra polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002038,substantia nigra,tissue,adult,Brain_Substantia_nigra,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002046 gtex Thyroid polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002046,thyroid gland,tissue,adult,Thyroid,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002046 total RNA-seq,,total RNA-seq,UBERON:0002046,thyroid gland,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002048 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002048,lung,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002048 total RNA-seq,,total RNA-seq,UBERON:0002048,lung,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002078 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002078,right cardiac atrium,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002078 total RNA-seq,,total RNA-seq,UBERON:0002078,right cardiac atrium,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002079 total RNA-seq,,total RNA-seq,UBERON:0002079,left cardiac atrium,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002080 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002080,heart right ventricle,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002080 total RNA-seq,,total RNA-seq,UBERON:0002080,heart right ventricle,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002084 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002084,heart left ventricle,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002084 total RNA-seq,,total RNA-seq,UBERON:0002084,heart left ventricle,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002097 total RNA-seq,,total RNA-seq,UBERON:0002097,skin of body,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002099 total RNA-seq,,total RNA-seq,UBERON:0002099,cardiac septum,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002106 gtex Spleen polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002106,spleen,tissue,adult,Spleen,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002106 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002106,spleen,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002106 total RNA-seq,,total RNA-seq,UBERON:0002106,spleen,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002107 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002107,liver,tissue,child,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002107 total RNA-seq,,total RNA-seq,UBERON:0002107,liver,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002108 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002108,small intestine,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002113 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002113,kidney,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002113 total RNA-seq,,total RNA-seq,UBERON:0002113,kidney,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002167 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002167,right lung,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002168 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002168,left lung,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002168 total RNA-seq,,total RNA-seq,UBERON:0002168,left lung,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002170 total RNA-seq,,total RNA-seq,UBERON:0002170,upper lobe of right lung,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002171 total RNA-seq,,total RNA-seq,UBERON:0002171,lower lobe of right lung,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002190 gtex Adipose_Subcutaneous polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002190,subcutaneous adipose tissue,tissue,adult,Adipose_Subcutaneous,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002190 total RNA-seq,,total RNA-seq,UBERON:0002190,subcutaneous adipose tissue,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002240 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002240,spinal cord,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002240 total RNA-seq,,total RNA-seq,UBERON:0002240,spinal cord,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002245 gtex Brain_Cerebellar_Hemisphere polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002245,cerebellar hemisphere,tissue,adult,Brain_Cerebellar_Hemisphere,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002324 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002324,muscle of back,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002331 total RNA-seq,,total RNA-seq,UBERON:0002331,umbilical cord,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002367 gtex Prostate polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002367,prostate gland,tissue,adult,Prostate,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002367 total RNA-seq,,total RNA-seq,UBERON:0002367,prostate gland,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002369 gtex Adrenal_Gland polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002369,adrenal gland,tissue,adult,Adrenal_Gland,gtex,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002369 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002369,adrenal gland,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002369 total RNA-seq,,total RNA-seq,UBERON:0002369,adrenal gland,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002370 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0002370,thymus,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0002469 total RNA-seq,,total RNA-seq,UBERON:0002469,esophagus mucosa,tissue,adult,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0003124 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0003124,chorion,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
junction_UBERON:0003662 polyA plus RNA-seq,,polyA plus RNA-seq,UBERON:0003662,forelimb muscle,tissue,embryonic,,encode,,,,SPLICE_JUNCTIONS,,
